column 1	Pathways of a reaction	EC-Number	Object ID
(indol-3-yl)acetate + S-adenosyl-L-methionine  ->  methyl (indol-3-yl)acetate + S-adenosyl-L-homocysteine	methyl indole-3-acetate interconversion	EC-2.1.1.278	RXN-9825
2 reduced ferredoxin [iron-sulfur] cluster + oxidized thioredoxin + 2 H+  ->  2 oxidized ferredoxin [iron-sulfur] cluster + reduced thioredoxin		EC-1.8.7.2	RXN-9944
isocitrate dehydrogenase (NADP<small><sup>+</sup></small>)			RXN-9951
D-gluconate 6-phosphate + NADP+  ->  D-ribulose 5-phosphate + CO2 + NADPH	pentose phosphate pathway (oxidative branch) I	EC-1.1.1.44	RXN-9952
Mg-protoporphyrin IX + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + magnesium-protoporphyrin IX 13-monomethyl ester	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	EC-2.1.1.11	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
"phytate + H2O  ->  D-myo-inositol (1,2,4,5,6)-pentakisphosphate + phosphate"	phytate degradation I	EC-3.1.3.62 // EC-3.1.3.8	RXN0-1001
GTP + H2O  =  GDP + phosphate		EC-3.6.5.1	RXN0-1021
ADP-D-ribose + H2O  ->  AMP + D-ribofuranose 5-phosphate + 2 H+		EC-3.6.1.13 // EC-3.6.1.53	RXN0-1441
coproporphyrinogen III + dioxygen + 2 H+  ->  protoporphyrinogen IX + 2 CO2 + 2 H2O	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent) // heme <i>b</i> biosynthesis I (aerobic)"	EC-1.3.3.3	RXN0-1461
4 Fe2+ + 4 H+ + dioxygen  ->  4 Fe3+ + 2 H2O		EC-1.16.3.1	RXN0-1483
3-methylbutanoyl-CoA + oxidized electron-transfer flavoprotein + H+  ->  3-methylcrotonyl-CoA + reduced electron-transfer flavoprotein	L-leucine degradation I	EC-1.3.8.4	RXN0-2301
"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate  ->  indole + D-glyceraldehyde 3-phosphate"	DIBOA-glucoside biosynthesis // L-tryptophan biosynthesis	EC-4.1.2.8	RXN0-2381
L-serine + indole  ->  L-tryptophan + H2O	L-tryptophan biosynthesis	EC-4.2.1.122	RXN0-2382
"a 5,10-methylenetetrahydrofolate + L-glutamate + ATP  ->  a 5,10-methylenetetrahydrofolate + ADP + phosphate"	folate polyglutamylation	EC-6.3.2.17	RXN0-2921
"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol  ->  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + CMP"	methylerythritol phosphate pathway I // methylerythritol phosphate pathway II	EC-4.6.1.12	RXN0-302
xanthosine + H2O  ->  xanthine + D-ribofuranose	guanosine nucleotides degradation I // adenosine nucleotides degradation I	EC-3.2.2.1	RXN0-363
guanosine hydrolase	guanine and guanosine salvage II // guanosine nucleotides degradation II	EC-3.2.2.1	RXN0-366
O-phospho-L-serine + H2O  ->  L-serine + phosphate	L-serine biosynthesis I	EC-3.1.3.3	RXN0-5114
Zn2+[in] + ATP + H2O  ->  Zn2+[out] + ADP + phosphate + H+		EC-7.2.2.12	RXN0-5205
cyanase	cyanate degradation // L-citrulline degradation		RXN0-5222
a ubiquinone[membrane] + 2 H+[in] + 2 e-[membrane]  ->  a ubiquinol[membrane]			RXN0-5244
fumarate[in] + 2 H+[in] + 2 e-[membrane]  ->  succinate[in]			RXN0-5245
NAD+[in] + H+[in] + 2 e-[membrane]  ->  NADH[in]			RXN0-5248
glycerone phosphate[in] + 2 H+[in] + 2 e-[membrane]  ->  sn-glycerol 3-phosphate[in]			RXN0-5257
an electron-transfer quinone[membrane] + 2 H+[in] + 2 e-[membrane]  ->  an electron-transfer quinol[membrane]			RXN0-5259
dioxygen[in] + 4 H+[in] + 4 e-[membrane]  ->  2 H2O[in]			RXN0-5265
D-glycerate + NAD+  <-->  (2R)-tartronate semialdehyde + NADH + H+		EC-1.1.1.60	RXN0-5289
beta-D-ribofuranose  <-->  aldehydo-D-ribose			RXN0-5305
D-ribofuranose 5-phosphate + uracil  <-  pseudouridine 5'-phosphate + H2O	pseudouridine degradation	EC-4.2.1.70	RXN0-5398
1D-myo-inositol 1-monophosphate + H2O  ->  myo-inositol + phosphate	phytate degradation I	EC-3.1.3.25	RXN0-5408
formate + CTP + H+  ->  dCTP + CO2 + H2O	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	EC-1.1.98.6	RXN0-723
formate + UTP + H+  ->  dUTP + CO2 + H2O	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	EC-1.1.98.6	RXN0-724
"(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O  <-  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + 2 reduced ferredoxin [iron-sulfur] cluster + H+"	methylerythritol phosphate pathway II	EC-1.17.7.1	RXN0-882
prenyl diphosphate + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O  <-  (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+	methylerythritol phosphate pathway II	EC-1.17.7.4	RXN0-884
xanthine + NAD+ + H2O  <-->  urate + NADH + H+	guanosine nucleotides degradation II // guanosine nucleotides degradation I // adenosine nucleotides degradation I // Organic Nitrogen Assimilation	EC-1.17.1.4	RXN0-901
methyl (indol-3-yl)acetate + H2O  ->  (indol-3-yl)acetate + methanol	methyl indole-3-acetate interconversion	EC-3.1.1.1	RXN0A-10711
chlorophyllide a + NADP+  <-  protochlorophyllide a + hnu + NADPH + H+		EC-1.3.1.33	RXN1F-10
gibberellin A12 + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  gibberellin A53 + oxidized [NADPH-hemoprotein reductase] + H2O	gibberellin biosynthesis III (early C-13 hydroxylation)	EC-1.14.14	RXN1F-143
all-trans-lycopene  ->  delta-carotene	&alpha;-carotene biosynthesis	EC-5.5.1.18	RXN1F-147
delta-carotene  ->  alpha-carotene	&alpha;-carotene biosynthesis // lutein biosynthesis	EC-5.5.1.19	RXN1F-148
all-trans-lycopene  ->  gamma-carotene	&beta;-carotene biosynthesis	EC-5.5.1.19	RXN1F-150
gamma-carotene  ->  beta-carotene	&beta;-carotene biosynthesis	EC-5.5.1.19	RXN1F-151
beta-carotene + 4 reduced ferredoxin [iron-sulfur] cluster + 4 H+ + 2 dioxygen  ->  zeaxanthin + 4 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	zeaxanthin biosynthesis	EC-1.14.15.24	RXN1F-152
violaxanthin  <-->  trans-neoxanthin	neoxanthin biosynthesis	EC-5.3.99.9	RXN1F-155
<i>ent</i>-7&alpha;-hydroxykaur-16-en-19-oate monooxygenase	gibberellin A<sub>12</sub> biosynthesis		RXN1F-160
GA<sub>12</sub>-aldehyde monooxygenase	gibberellin A<sub>12</sub> biosynthesis		RXN1F-161
gibberellin A12 + 2-oxoglutarate + dioxygen  ->  gibberellin A15 (open lactone form) + CO2 + succinate	"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)"	EC-1.14.11	RXN1F-162
gibberellin A15 (open lactone form) + 2-oxoglutarate + dioxygen  ->  gibberellin A24 + succinate + CO2 + H2O	"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)"	EC-1.14.20	RXN1F-163
gibberellin A24 + 2-oxoglutarate + dioxygen  ->  gibberellin A9 + 2 CO2 + succinate + H+	"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)"	EC-1.14.11	RXN1F-164
gibberellin A9 + 2-oxoglutarate + dioxygen  ->  gibberellin A4 + succinate + CO2	"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)"	EC-1.14.11	RXN1F-165
gibberellin A53 + 2-oxoglutarate + dioxygen  ->  gibberellin44 (open lactone form) + CO2 + succinate	gibberellin biosynthesis III (early C-13 hydroxylation)	EC-1.14.11	RXN1F-167
gibberellin44 (open lactone form) + 2-oxoglutarate + dioxygen  ->  gibberellin A19 + succinate + CO2 + H2O	gibberellin biosynthesis III (early C-13 hydroxylation)	EC-1.14.11.12	RXN1F-168
gibberellin A19 + 2-oxoglutarate + dioxygen  ->  gibberellin A20 + 2 CO2 + succinate + H+	gibberellin biosynthesis III (early C-13 hydroxylation)	EC-1.14.11	RXN1F-169
gibberellin A20 + 2-oxoglutarate + dioxygen  ->  gibberellin A1 + succinate + CO2	gibberellin biosynthesis III (early C-13 hydroxylation)	EC-1.14.11.15	RXN1F-170
"13(S)-HpOTre  ->  (9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate + H2O"	jasmonic acid biosynthesis	EC-4.2.1.92	RXN1F-19
ATP + protoporphyrin IX + Mg2+ + H2O  ->  Mg-protoporphyrin IX + ADP + phosphate + 3 H+	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	EC-6.6.1.1	RXN1F-20
choline + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  betaine aldehyde hydrate + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O	glycine betaine biosynthesis III (plants)	EC-1.14.15.7	RXN1F-357
UDP-alpha-D-glucose + kaempferol  ->  kaempferol 3-O-beta-D-glucoside + UDP + H+	flavonol glucosylation I	EC-2.4.1.91	RXN1F-461
UDP-alpha-D-glucose + quercetin  ->  UDP + quercetin-3-O-beta-D-glucoside + H+	flavonol glucosylation I	EC-2.4.1.91	RXN1F-462
chlorophyllide a + phytyl diphosphate + H+  <-  chlorophyll a + diphosphate	chlorophyll cycle	EC-2.5.1.62	RXN1F-66
"protochlorophyllide a + NADP+  <-  3,8-divinyl protochlorophyllide a + NADPH + H+"		EC-1.3.1.75	RXN1F-72
(+)-dihydrokaempferol + 2-oxoglutarate + dioxygen  ->  kaempferol + succinate + CO2 + H2O + H+	flavonoid biosynthesis (in equisetum)	EC-1.14.20.6	RXN1F-93
L-saccharopine + NADP+ + H2O  =  L-glutamate + (S)-2-amino-6-oxohexanoate + NADPH + H+		EC-1.5.1.10	RXN3O-127
"episterol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  ergosta-5,7,24(28)-trien-3beta-ol + 2 ferricytochrome b5 + 2 H2O"	phytosterol biosynthesis (plants)	EC-1.14.19.20	RXN3O-218
GDP-beta-L-galactose + alpha-D-mannose 1-phosphate  ->  GDP-alpha-D-mannose + beta-L-galactose 1-phosphate	VTC2 cycle	EC-2.7.7.69	RXN4FS-12
squalene synthase	epoxysqualene biosynthesis		RXN66-281
acetaldehyde + NAD+ + H2O  ->  acetate + NADH + 2 H+	ethanol degradation II	EC-1.2.1.3	RXN66-3
prephytoene diphosphate  ->  15-cis-phytoene + diphosphate	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)		RXNARA-8002
(indol-3-yl)pyruvate + NADPH + dioxygen + H+  ->  (indol-3-yl)acetate + CO2 + NADP+ + H2O	indole-3-acetate biosynthesis I	EC-1.14.13.168	RXNDQC-2
GDP-beta-L-galactose + phosphate  ->  GDP + beta-L-galactose 1-phosphate + H+	"L-ascorbate biosynthesis I (plants, L-galactose pathway)"	EC-2.7.7.69	RXNQT-4141
beta-L-galactose 1-phosphate + H2O  ->  L-galactopyranose + phosphate	"L-ascorbate biosynthesis I (plants, L-galactose pathway)"	EC-3.1.3.93	RXNQT-4142
UMP + H2O  ->  uridine + phosphate	pyrimidine salvage pathway	EC-3.1.3.5	RXNQT-4150
acid phosphatase	thiamine diphosphate biosynthesis IV (eukaryotes) // thiamine diphosphate salvage IV (yeast)	EC-3.1.3.100	RXNQT-4191
"3'-phosphoadenylyl-sulfate + 4-(methylsulfanyl)butyl-desulfoglucosinolate  =  adenosine 3',5'-bisphosphate + glucoerucin + H+"		EC-2.8.2.38	RXNQT-4329
"3'-phosphoadenylyl-sulfate + 5-(methylsulfanyl)pentyl-desulfoglucosinolate  =  adenosine 3',5'-bisphosphate + glucoberteroin + H+"		EC-2.8.2.38	RXNQT-4330
"3'-phosphoadenylyl-sulfate + 6-(methylsulfanyl)hexyl-desulfoglucosinolate  =  adenosine 3',5'-bisphosphate + 6-(methylsulfanyl)hexyl-glucosinolate + H+"		EC-2.8.2.38	RXNQT-4331
"3'-phosphoadenylyl-sulfate + 7-(methylsulfanyl)heptyl-desulfoglucosinolate  =  adenosine 3',5'-bisphosphate + 7-(methylsulfanyl)heptyl-glucosinolate + H+"		EC-2.8.2.38	RXNQT-4332
"3'-phosphoadenylyl-sulfate + 8-(methylsulfanyl)octyl-desulfoglucosinolate  =  adenosine 3',5'-bisphosphate + 8-(methylsulfanyl)octyl-glucosinolate + H+"		EC-2.8.2.38	RXNQT-4333
methylsalicylate + H2O  ->  salicylate + methanol + H+	methylsalicylate degradation	EC-3.1.1.1	RXNQT-4366
UDP-alpha-D-glucose + brassinolide  ->  brassinolide-23-O-glucoside + UDP + H+	brassinosteroids inactivation	EC-2.4.1	RXNQT-4397
ATP + L-methionine + H2O  ->  S-adenosyl-L-methionine + phosphate + diphosphate	S-adenosyl-L-methionine biosynthesis // L-methionine degradation I (to L-homocysteine) // 2'-deoxymugineic acid phytosiderophore biosynthesis // ethene biosynthesis I (plants) // <i>S</i>-adenosyl-L-methionine salvage II	EC-2.5.1.6	S-ADENMETSYN-RXN
S-formylglutathione + H2O  ->  formate + glutathione + H+	formaldehyde oxidation II (glutathione-dependent)	EC-3.1.2.12	S-FORMYLGLUTATHIONE-HYDROLASE-RXN
ATP + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate  ->  ADP + 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole + phosphate + H+	inosine-5'-phosphate biosynthesis II	EC-6.3.2.6	SAICARSYN-RXN
S-adenosyl-L-methionine + H+  ->  S-adenosyl 3-(methylsulfanyl)propylamine + CO2	spermidine biosynthesis I // spermine biosynthesis	EC-4.1.1.50	SAMDECARB-RXN
pyruvate + L-serine  <-->  L-alanine + 3-hydroxypyruvate	L-serine biosynthesis II	EC-2.6.1.51	SERINE--PYRUVATE-AMINOTRANSFERASE-RXN
palmitoyl-CoA + L-serine + H+  ->  3-dehydrosphinganine + CO2 + coenzyme A	sphingolipid biosynthesis (plants)	EC-2.3.1.50	SERINE-C-PALMITOYLTRANSFERASE-RXN
L-serine + acetyl-CoA  ->  O-acetyl-L-serine + coenzyme A	L-cysteine biosynthesis I	EC-2.3.1.30	SERINE-O-ACETTRAN-RXN
shikimate + NADP+  <-  3-dehydroshikimate + NADPH + H+	chorismate biosynthesis from 3-dehydroquinate	EC-1.1.1.25	SHIKIMATE-5-DEHYDROGENASE-RXN
shikimate + ATP  ->  shikimate 3-phosphate + ADP + H+	chorismate biosynthesis from 3-dehydroquinate	EC-2.7.1.71	SHIKIMATE-KINASE-RXN
D-sorbitol 6-phosphate + H2O  ->  D-sorbitol + phosphate		EC-3.1.3.50	SORBITOL-6-PHOSPHATASE-RXN
putrescine + S-adenosyl 3-(methylsulfanyl)propylamine  <-->  spermidine + S-methyl-5'-thioadenosine + H+	spermidine biosynthesis I	EC-2.5.1.16	SPERMIDINESYN-RXN
spermidine + S-adenosyl 3-(methylsulfanyl)propylamine  ->  spermine + S-methyl-5'-thioadenosine + H+	superpathway of polyamine biosynthesis II // spermine biosynthesis	EC-2.5.1.22	SPERMINE-SYNTHASE-RXN
(S)-1-pyrroline-5-carboxylate + H+ + H2O  <-->  L-glutamate 5-semialdehyde	L-proline biosynthesis III (from L-ornithine) // L-arginine degradation VI (arginase 2 pathway) // L-proline biosynthesis I (from L-glutamate) // L-citrulline biosynthesis // L-proline degradation I		SPONTPRO-RXN
"squalene + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (3S)-2,3-epoxy-2,3-dihydrosqualene + oxidized [NADPH-hemoprotein reductase] + H2O"	epoxysqualene biosynthesis	EC-1.14.14.17	SQUALENE-MONOOXYGENASE-RXN
succinate + coenzyme A + ATP  <-->  succinyl-CoA + ADP + phosphate	TCA cycle II (plants and fungi)	EC-6.2.1.5	SUCCCOASYN-RXN
succinate semialdehyde + NAD+ + H2O  ->  succinate + NADH + 2 H+	4-aminobutanoate degradation IV // L-glutamate degradation IV // 4-aminobutanoate degradation I	EC-1.2.1.24	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
sucrose 6F-phosphate + H2O  ->  sucrose + phosphate	sucrose biosynthesis I (from photosynthesis)	EC-3.1.3.24	SUCROSE-PHOSPHATASE-RXN
UDP-alpha-D-glucose + beta-D-fructofuranose 6-phosphate  ->  sucrose 6F-phosphate + UDP + H+	sucrose biosynthesis I (from photosynthesis)	EC-2.4.1.14	SUCROSE-PHOSPHATE-SYNTHASE-RXN
sulfate + ATP + H+  <-->  adenosine 5'-phosphosulfate + diphosphate	assimilatory sulfate reduction II // sulfate activation for sulfonation	EC-2.7.7.4	SULFATE-ADENYLYLTRANS-RXN
sulfate + ADP + H+  =  adenosine 5'-phosphosulfate + phosphate		EC-2.7.7.5	SULFATE-ADENYLYLTRANSFERASE-ADP-RXN
sulfite + dioxygen + H2O  ->  hydrogen peroxide + sulfate	sulfite oxidation IV (sulfite oxidase)	EC-1.8.3.1	SULFITE-OXIDASE-RXN
hydrogen sulfide + 6 oxidized ferredoxin [iron-sulfur] cluster + 3 H2O  <-  sulfite + 6 reduced ferredoxin [iron-sulfur] cluster + 8 H+	assimilatory sulfate reduction II	EC-1.8.7.1	SULFITE-REDUCTASE-FERREDOXIN-RXN
2 superoxide + 2 H+  ->  hydrogen peroxide + dioxygen	reactive oxygen species degradation // superoxide radicals degradation	EC-1.15.1.1	SUPEROX-DISMUT-RXN
4-methyl-5-(2-phosphooxyethyl)thiazole + 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + H+  ->  thiamine phosphate + diphosphate	thiamine diphosphate biosynthesis IV (eukaryotes) // thiamine diphosphate salvage IV (yeast)	EC-2.5.1.3	THI-P-SYN-RXN
thiamine + H2O  ->  5-(2-hydroxyethyl)-4-methylthiazole + 4-amino-2-methyl-5-pyrimidinemethanol + H+	thiamine diphosphate salvage IV (yeast)	EC-3.5.99.2	THIAMINASE-RXN
ATP + 5-(2-hydroxyethyl)-4-methylthiazole  ->  ADP + 4-methyl-5-(2-phosphooxyethyl)thiazole + H+	thiamine diphosphate salvage IV (yeast)	EC-2.7.1.50	THIAZOLSYN3-RXN
"a 2,3,4-saturated fatty acyl CoA + H2O  ->  a 2,3,4-saturated fatty acid + coenzyme A + H+"	acyl-CoA hydrolysis	EC-3.1.2.20	THIOESTER-RXN
reduced thioredoxin + NADP+  <-  oxidized thioredoxin + NADPH + H+	thioredoxin pathway	EC-1.8.1.9	THIOREDOXIN-REDUCT-NADPH-RXN
L-threonine  ->  2-oxobutanoate + ammonium	L-isoleucine biosynthesis I (from threonine)	EC-4.3.1.19	THREDEHYD-RXN
L-threonine  <-->  glycine + acetaldehyde	glycine biosynthesis	EC-4.1.2.48 // EC-4.1.2.5	THREONINE-ALDOLASE-RXN
O-phospho-L-homoserine + H2O  ->  L-threonine + phosphate	L-threonine biosynthesis	EC-4.2.3.1	THRESYN-RXN
"a 5,10-methylenetetrahydrofolate + dUMP  ->  dTMP + a 7,8-dihydrofolate"	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // folate transformations II (plants) // dTMP <i>de novo</i> biosynthesis (mitochondrial) // pyrimidine deoxyribonucleosides salvage	EC-2.1.1.45	THYMIDYLATESYN-RXN
tiglyl-CoA hydratase	L-isoleucine degradation I	EC-4.2.1.150	TIGLYLCOA-HYDROXY-RXN
trans-cinnamate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  4-coumarate + oxidized [NADPH-hemoprotein reductase] + H2O	"rosmarinic acid biosynthesis I // phenylpropanoid biosynthesis, initial reactions // avenanthramide biosynthesis // suberin monomers biosynthesis"	EC-1.14.14.91	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN
geranyl diphosphate + 7 3-methylbut-3-en-1-yl diphosphate  ->  all-trans-nonaprenyl diphosphate + 7 diphosphate	nonaprenyl diphosphate biosynthesis I	EC-2.5.1.84	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN
K+[in]  ->  K+[out]			TRANS-RXN-190
Ca2+[rough endoplasmic reticulum lumen] + ATP + H2O  ->  Ca2+[cytosol] + ADP + phosphate + H+		EC-7.2.2.10	TRANS-RXN-194
L-citrulline[in]  ->  L-citrulline[out]	ornithine-citrulline shuttle		TRANS-RXN-227
L-ornithine[in]  ->  L-ornithine[out]	ornithine-citrulline shuttle		TRANS-RXN-230
ADP:ATP exchange			TRANS-RXN-243
Zn<sup>2+</sup>:proton symport			TRANS-RXN-346
diphosphate[in] + H2O[in]  ->  2 phosphate + H+[out]		EC-7.1.3.1	TRANS-RXN-370
4 H+[out]  ->  4 H+[in]			TRANS-RXN-395
D-sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate  <-->  beta-D-fructofuranose 6-phosphate + D-erythrose 4-phosphate	pentose phosphate pathway (non-oxidative branch) I // Rubisco shunt	EC-2.2.1.2	TRANSALDOL-RXN
D-glyceraldehyde + ATP  =  D-glyceraldehyde 3-phosphate + ADP + H+		EC-2.7.1.28	TRIOKINASE-RXN
D-glyceraldehyde 3-phosphate  <-->  glycerone phosphate	glycolysis I (from glucose 6-phosphate) // glycolysis IV // Calvin-Benson-Bassham cycle // gluconeogenesis I	EC-5.3.1.1	TRIOSEPISOMERIZATION-RXN
L-tryptophan + 2-oxoglutarate  <-->  (indol-3-yl)pyruvate + L-glutamate		EC-2.6.1.1 // EC-2.6.1.27	TRYPTOPHAN-AMINOTRANSFERASE-RXN
D-glycerate + NAD(P)+  =  (2R)-tartronate semialdehyde + NAD(P)H + H+		EC-1.1.1.60	TSA-REDUCT-RXN
feruloyl-CoA + tyramine  ->  N-feruloyltyramine + coenzyme A + H+	suberin monomers biosynthesis	EC-2.3.1.110	TYRAMINE-N-FERULOYLTRANSFERASE-RXN
L-tyrosine + 2-oxoglutarate  <-->  3-(4-hydroxyphenyl)pyruvate + L-glutamate	3-(4-hydroxyphenyl)pyruvate biosynthesis // L-tyrosine degradation I // rosmarinic acid biosynthesis I	EC-2.6.1.1 // EC-2.6.1.57 // EC-2.6.1.5 // EC-2.6.1.27	TYROSINE-AMINOTRANSFERASE-RXN
L-tyrosine + H+  ->  tyramine + CO2		EC-4.1.1.25 // EC-4.1.1.28	TYROSINE-DECARBOXYLASE-RXN
tyrosine <em>N</em>-monooxygenase	dhurrin biosynthesis		TYROSINE-N-MONOOXYGENASE-RXN
UDP-beta-L-arabinopyranose  <-  UDP-alpha-D-xylose	UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)	EC-5.1.3.5	UDP-ARABINOSE-4-EPIMERASE-RXN
UDP-alpha-D-glucuronate  ->  UDP-alpha-D-galacturonate	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	EC-5.1.3.6	UDP-GLUCURONATE-4-EPIMERASE-RXN
UDP-alpha-D-glucuronate + H+  ->  UDP-alpha-D-xylose + CO2	UDP-&alpha;-D-xylose biosynthesis	EC-4.1.1.35	UDP-GLUCURONATE-DECARBOXYLASE-RXN
UDP-alpha-D-glucose  <-->  UDP-alpha-D-galactose	UDP-&alpha;-D-galactose biosynthesis // D-galactose detoxification // UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose) // D-galactose degradation I (Leloir pathway) // stachyose degradation	EC-5.1.3.2	UDPGLUCEPIM-RXN
ATP + UDP  ->  ADP + UTP	UTP and CTP <i>de novo</i> biosynthesis // pyrimidine ribonucleotides interconversion	EC-2.7.4.6	UDPKIN-RXN
dUDP + oxidized thioredoxin + H2O  <-  UDP + reduced thioredoxin	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	EC-1.17.4.1	UDPREDUCT-RXN
a UDP-sugar + H2O  ->  UMP + an alpha-D-aldose 1-phosphate + 2 H+		EC-3.6.1.45	UDPSUGARHYDRO-RXN
UDP-alpha-D-glucose + 2 NAD+ + H2O  ->  UDP-alpha-D-glucuronate + 2 NADH + 3 H+	UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)	EC-1.1.1.22	UGD-RXN
UMP + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + uracil	pyrimidine nucleobases salvage I // pyrimidine salvage pathway	EC-2.4.2.9	URACIL-PRIBOSYLTRANS-RXN
urate + dioxygen + H2O  ->  (S)-5-hydroxyisourate + hydrogen peroxide	urate conversion to allantoin I	EC-1.7.3.3	URATE-OXIDASE-RXN
ATP + urea + CO2 + H2O  ->  ADP + urea-1-carboxylate + phosphate + 2 H+	Organic Nitrogen Assimilation	EC-6.3.4.6	UREA-CARBOXYLASE-RXN
urea + H2O + 2 H+  ->  2 ammonium + CO2	urea degradation II	EC-3.5.1.5	UREASE-RXN
(S)-ureidoglycolate + 2 H+ + H2O  ->  2 ammonium + CO2 + glyoxylate	allantoin degradation to glyoxylate II	EC-3.5.1.116	UREIDOGLYCOLATE-HYDROLASE-RXN
(S)-ureidoglycolate  ->  urea + glyoxylate	Organic Nitrogen Assimilation	EC-4.3.2.3	UREIDOGLYCOLATE-LYASE-RXN
